Node,NumNeighbors,Betweenness,PageRank
A5050148949,24,4.296594327337324e-07,1.4756639942112476e-05
A5017237458,62,4.089960510774599e-05,3.455951868969499e-05
A5038758696,17,2.8988281427592727e-07,1.2045131961915722e-05
A5005196385,9,0.0,7.198127000493251e-06
A5060821185,136,0.0012474944407245786,5.731786187356708e-05
A5082837291,42,2.800989971601733e-06,1.3971508045877964e-05
A5031100535,9,0.0,7.198127000493251e-06
A5041842356,9,0.0,7.198127000493251e-06
A5048697955,9,0.0,7.5314085300291225e-06
A5010659229,56,0.00012592780142073703,3.556997759777371e-05
A5063491750,36,2.3486680786066306e-05,2.3773947281038493e-05
A5002957452,13,5.9046003225413965e-08,9.542610237560575e-06
A5043871989,10,0.0,8.371157601005346e-06
A5106887095,34,8.210390348306109e-06,1.6298960655348952e-05
A5059412746,20,8.153049456697374e-06,1.5112583256811076e-05
A5006234624,16,2.7283827227671537e-06,1.1760232711255786e-05
A5075282643,10,0.0,8.371157601005346e-06
A5072042373,98,0.0,1.705814445318212e-05
A5112318305,126,1.4649465822953525e-07,2.105788273027335e-05
A5085899128,810,0.012191926311346102,0.00016519524898333016
A5083996894,1007,0.001268717022516413,0.00017661763821285247
A5019388637,150,1.9098179955025456e-05,2.5485400697433608e-05
A5007487553,144,2.713539163669002e-07,2.380699614581896e-05
A5044130820,309,0.00011779929330786197,6.158747687558113e-05
A5024677936,580,0.0006518429269512735,0.00011300278260204719
A5054454603,261,0.00013128762246758098,5.30972442302121e-05
A5080064513,293,0.0002862090329736316,7.807087193373042e-05
A5003523023,388,0.000299614028510873,7.803296329894301e-05
A5041231654,126,1.4649465822953525e-07,2.105788273027335e-05
A5040050455,195,1.1818150399281788e-05,3.516935882157074e-05
A5110059468,157,3.0497843281017256e-06,2.5772224600104943e-05
A5046295144,123,1.0090314452236125e-07,2.0685489373990017e-05
A5014670734,156,4.117531562418728e-06,2.5598818391171113e-05
A5112020007,156,4.117531562418728e-06,2.5598818391171113e-05
A5005289638,120,6.976215959745639e-08,2.0199706326327272e-05
A5076630435,388,0.00012203667957511852,6.238515658921908e-05
A5034147756,147,4.32796729870472e-07,2.4538711390551638e-05
A5072950497,613,0.000703501560062474,0.00012371445167717602
A5059528276,219,5.920815973725059e-05,3.6642668569778436e-05
A5101779418,316,0.00014977783264344876,6.910335708158788e-05
A5042423870,134,2.3509986519926166e-06,2.2748055567504133e-05
A5090866229,98,0.0,1.7058144453182118e-05
A5009638505,143,2.1479895739096203e-05,2.499917820279935e-05
A5028059280,262,5.8248950616356366e-05,3.914779815180189e-05
A5084631864,353,0.00014692410410759333,6.170620418303349e-05
A5038738691,156,1.3493705498624077e-05,2.635303338660129e-05
A5110448240,300,2.614990867542241e-05,4.749218357671938e-05
A5010056687,259,8.834776595759681e-05,5.7854335411625244e-05
A5108167620,123,4.4613382537999865e-08,2.06658324503451e-05
A5112438275,242,0.00027558539184562063,5.906117962590015e-05
A5015800939,136,2.7308934813343713e-06,2.2625900012789916e-05
A5037770236,143,4.735229886421403e-06,2.4816587267787996e-05
A5087855861,208,2.615579711999075e-05,3.737089085125584e-05
A5005451348,98,0.0,1.7158889423796068e-05
A5086680210,404,0.0006341171647163087,7.360733633705067e-05
A5013064068,254,0.0002978481269234329,5.598173919828505e-05
A5068937214,109,3.27037210718053e-05,2.3667893172584754e-05
A5114033005,133,2.478453617942553e-06,2.2732788414617072e-05
A5033242734,98,0.0,1.7158889423796068e-05
A5064404727,295,0.00010639460045433659,5.663079943043565e-05
A5007413873,141,4.474587173644517e-06,2.5054453369218077e-05
A5070504690,236,8.780850789909882e-05,4.6182613676297806e-05
A5100702579,367,0.0014417381384272566,7.357889272268593e-05
A5100731753,203,0.000543263279575919,5.2575483833808566e-05
A5038200032,456,0.001866881307713552,8.953570975381398e-05
A5084313635,103,0.0001566875382852869,2.81657490915188e-05
A5009065883,225,0.0006840934734772543,4.692373297334142e-05
A5061677099,67,2.1240300974458503e-06,1.7015501271698228e-05
A5088458377,40,3.399606575882625e-07,1.2140457213377958e-05
A5038754498,443,8.342597264521519e-05,7.73847923925016e-05
A5069935827,291,6.66627630428101e-05,4.989393533855834e-05
A5033701421,42,1.1285026043653706e-06,1.5273773225514105e-05
A5036446592,36,8.807506349169913e-07,1.3960069502150185e-05
A5103752222,19,2.1658129957610193e-08,8.200014229701128e-06
A5100626012,52,1.7239806585055936e-06,1.7168140059520228e-05
A5028887040,41,1.0865262826111262e-05,2.087265524277073e-05
A5057936754,101,2.333405380580476e-06,2.139569561667322e-05
A5001754028,98,0.0,1.7059460089325424e-05
A5065340549,102,0.008864735800252174,2.3395609854200826e-05
A5009275821,98,0.0,1.7059460089325424e-05
A5038867743,18,4.2909632560691113e-07,8.927217503759684e-06
A5028547964,12,0.0,7.402234774627331e-06
A5085452947,66,9.026295836007101e-05,2.6250133743206957e-05
A5005610319,19,0.0,8.68232977217097e-06
A5107949117,19,0.0,8.68232977217097e-06
A5057585042,19,0.0,8.68232977217097e-06
A5065435861,792,0.0007983449206424559,0.00013922076866160964
A5068005824,127,1.0792882646914997e-05,2.697042655810993e-05
A5063451476,97,0.0,1.7030376810991983e-05
A5055464998,97,0.0,1.7030376810991983e-05
A5043389509,106,1.4708250934074032e-06,1.89912627268434e-05
A5066056395,412,7.88390195670473e-05,6.929435873249216e-05
A5028125522,448,0.000387635528059629,9.646435280693326e-05
A5039591991,97,0.0,1.7030376810991983e-05
A5089840285,97,0.0,1.7030376810991983e-05
A5023048299,412,0.00017260708200605906,7.183657277611793e-05
A5001305066,98,0.0,1.6933932111961857e-05
A5088849506,107,1.8120827531291155e-05,1.9971442468326717e-05
A5050331557,112,2.8743211867941147e-06,2.0700103528821334e-05
A5060786261,21,9.66987913566191e-07,8.31382063985401e-06
A5028288132,16,0.0,1.2504591195235747e-05
A5103515358,14,0.0,1.1016143383016857e-05
A5062400777,16,0.0,1.2504591195235747e-05
A5017081025,42,1.1805095530294395e-05,2.2718062138623062e-05
A5069175866,16,0.0,1.2504591195235747e-05
A5016599945,47,4.5102646911899194e-05,2.6896359980208627e-05
A5111769215,14,0.0,1.1016143383016857e-05
A5061802923,114,3.0031442252151575e-05,3.5245397168698475e-05
A5083716367,21,3.819239409815442e-06,1.5269245258107476e-05
A5111304411,16,0.0,1.2504591195235747e-05
A5069000457,52,3.523914649957563e-05,3.067901281880476e-05
A5043953788,758,0.0029226547644444077,0.00014724656665056994
A5061252280,831,0.0038404216817959145,0.00016878407414133167
A5032176456,9,0.0,5.875193871916844e-06
A5054091495,37,1.879180651386857e-06,1.3411256004813478e-05
A5024616914,125,1.1116386793876921e-05,2.5163438388023073e-05
A5003338221,9,0.0,5.875193871916844e-06
A5088754908,9,0.0,5.875193871916844e-06
A5065920015,9,0.0,5.875193871916844e-06
A5052555990,28,7.3655566690262e-07,9.858537034392965e-06
A5005343901,337,0.00012791124328800837,5.859573721732172e-05
A5014749699,508,6.325330536421137e-05,8.091349456043944e-05
A5014899410,21,2.341643634267397e-07,7.226494967713034e-06
A5000145122,10,1.8030870689222132e-08,5.231374800854345e-06
A5052044931,10,1.594189261368882e-08,5.356809143614787e-06
A5071036387,133,1.4584959956337834e-05,2.751698615650535e-05
A5051294610,1017,0.0009592657367096142,0.00016628727583136376
A5043912969,98,0.0,1.5450519160021914e-05
A5014278019,98,0.0,1.5450519160021914e-05
A5032219289,387,8.862865802889246e-06,5.624803271621662e-05
A5004382069,98,0.0,1.5450519160021914e-05
A5087080278,98,0.0,1.5450519160021914e-05
A5014165919,98,0.0,1.5450519160021914e-05
A5021176743,303,8.640404897735652e-06,4.211120777461568e-05
A5004830987,317,8.955864565483183e-06,4.773822949553186e-05
A5033521837,516,4.747470979577247e-05,7.667507445816033e-05
A5012084274,98,0.0,1.5450519160021914e-05
A5029781136,363,3.4891058476499334e-05,5.7272013467684524e-05
A5114137093,98,0.0,1.5450519160021914e-05
A5078003670,1075,0.0011262662497671743,0.00018952528119295592
A5045252169,98,0.0,1.5450519160021914e-05
A5071270864,178,8.739768614242976e-07,2.564538168027606e-05
A5026641860,98,0.0,1.5450519160021914e-05
A5071874728,234,8.283128356602437e-05,4.863992939599951e-05
A5049512500,1106,0.00025225299183238056,0.0001595859904561743
A5011154718,688,0.00046985993587736734,0.00010758818766435403
A5029018234,98,0.0,1.5450519160021914e-05
A5012501377,98,0.0,1.5450519160021914e-05
A5000842219,303,8.640404897735652e-06,4.211120777461568e-05
A5112923341,760,0.000273912862169037,0.00012701537553876525
A5066677047,426,0.00020876885779740745,7.978176923971193e-05
A5048236426,453,0.0002393898408009416,8.014581964324165e-05
A5024778619,908,0.0006395825572014841,0.00015161843461677802
A5090705909,283,6.410424898268913e-05,4.7214478415559724e-05
A5089791164,333,1.6933989353003848e-05,4.9349551099346236e-05
A5045740230,98,0.0,1.5450519160021914e-05
A5054680891,142,3.813210351973708e-07,2.1155157114474713e-05
A5015061883,1648,0.00223394259673947,0.0002608168805375314
A5044513185,253,7.07562846832073e-06,3.545654605174176e-05
A5028889761,633,0.0001047844851424453,9.440089856398727e-05
A5029888368,303,8.640404897735652e-06,4.211120777461568e-05
A5002426885,98,0.0,1.5450519160021914e-05
A5021012448,754,0.00022952083636442562,0.00011664266262052284
A5017415406,640,0.00010876121945311102,9.536591278544062e-05
A5047613621,178,8.739768614242976e-07,2.564538168027606e-05
A5086121296,236,2.751363466050623e-06,3.344633721967245e-05
A5037464316,944,0.0020940284209414696,0.00021019180305138568
A5077215527,424,0.0002698450904856217,6.32217318796869e-05
A5062027108,926,0.0020825552924176338,0.00018345561021270126
A5041123785,250,2.3962418795227985e-06,3.584081730597913e-05
A5011622437,98,0.0,1.5450519160021918e-05
A5081207120,178,8.739768614242976e-07,2.564538168027606e-05
A5033383584,98,0.0,1.5450519160021918e-05
A5063792862,1068,0.001066383674808458,0.0001563648154509505
A5029160907,303,8.640404897735652e-06,4.211120777461568e-05
A5061205763,276,0.00022438118082677587,5.530174421306902e-05
A5084825433,424,4.369732638845617e-05,5.969713824537868e-05
A5071950851,178,8.739768614242976e-07,2.564538168027606e-05
A5108780866,340,2.7743197573798767e-05,4.9127677626764256e-05
A5043669054,331,1.3376593880053264e-05,4.727633590325455e-05
A5050142622,730,0.00012613665228393487,0.00010896460619336247
A5052126685,1240,0.0007385756360361707,0.00019445785435264496
A5075072255,98,0.0,1.5450519160021918e-05
A5007196518,400,3.4176286900809905e-05,5.99398614282282e-05
A5078377816,586,0.0002353941890737087,8.813257603439346e-05
A5088598751,393,0.0004974969480825731,5.707159773717161e-05
A5108130718,763,0.00018450441301314546,0.00012224224613712522
A5027942534,193,3.2727038540316047e-06,2.8266203394609298e-05
A5017789731,98,0.0,1.5450519160021918e-05
A5080523132,274,9.694947616679862e-06,3.9104477706909495e-05
A5041431977,587,0.000300174559924978,0.0001121471010331117
A5059557483,129,7.406639893767079e-06,2.355272843131398e-05
A5090826102,1338,0.0009298213220169566,0.00020341834615880284
A5017101617,98,0.0,1.5450519160021918e-05
A5024111629,397,0.00012057748446345982,6.882745171375829e-05
A5046687729,254,0.00010897566261366602,4.177331632723829e-05
A5050231002,642,0.00043028980667852724,0.00011594409884323304
A5023467986,98,0.0,1.5450519160021918e-05
A5037730253,245,2.014389505711297e-06,3.464849714671938e-05
A5108757154,427,0.00010680017418289639,7.017101275362303e-05
A5112582038,241,2.24476986497582e-06,3.4534799329812353e-05
A5039615628,98,0.0,1.5450519160021918e-05
A5068277169,98,0.0,1.5450519160021918e-05
A5063255433,396,0.00046124621044460343,6.146376202473218e-05
A5011172878,312,0.00020784820621559978,5.669605590581749e-05
A5090788562,425,3.19788823306456e-05,6.207576226487242e-05
A5033524212,717,0.00032474775966370126,0.00012983617856554143
A5077461637,588,9.01027344481403e-05,8.821285628116388e-05
A5091389484,776,0.0021010307262827573,0.00011843955869298614
A5073444981,98,0.0,1.5450519160021918e-05
A5022415300,98,0.0,1.5450519160021918e-05
A5070953938,178,3.1689532902018274e-06,2.5578741793001493e-05
A5029945167,259,5.2256439235997694e-05,3.970531492204538e-05
A5083245099,794,0.00037806881079902743,0.00011392162367203814
A5063429139,1175,0.0009611552300627929,0.00018472035536422644
A5027365314,289,5.294813344611173e-06,4.004678045172019e-05
A5091073926,673,0.0014069170945083275,0.00011986463117428917
A5010425572,307,7.698503041885577e-06,4.4462143318122305e-05
A5047626644,263,2.9456562063251827e-05,4.641001052313315e-05
A5068942221,670,0.0011034213843682803,0.00012134867114006916
A5076706254,186,4.044682763527269e-06,2.987262234604535e-05
A5015816320,169,2.551432532342913e-06,2.9468045609557174e-05
A5112247615,770,0.0006435012977758094,0.00014126294019353378
A5088103448,5,0.0,4.917708392951011e-06
A5086385154,15,5.659298964677297e-07,8.734176342875057e-06
A5026202963,5,0.0,4.917708392951011e-06
A5051971369,40,7.214840679659002e-07,1.0985720756467512e-05
A5004326236,19,8.303735083179069e-08,6.55765343893457e-06
A5021830271,74,0.0,1.4657178987549232e-05
A5090295933,145,6.59314138684197e-06,3.1229196123225145e-05
A5026362225,130,9.371229909140035e-07,2.392432777610308e-05
A5103580867,79,4.956743293103043e-07,1.5463180702927537e-05
A5028971271,133,8.927272191591026e-06,2.6642607982836422e-05
A5111846675,74,0.0,1.4657178987549232e-05
A5100876880,75,5.709696963894653e-09,1.4837459493653757e-05
A5010966613,130,9.371229909140035e-07,2.392432777610308e-05
A5085545907,143,6.160769216908201e-05,2.9637130951138904e-05
A5003473626,923,0.001378031802975461,0.00014670498440717684
A5029942042,114,5.71415236258313e-07,2.085927732815176e-05
A5046109995,74,0.0,1.4657178987549232e-05
A5110165944,75,5.709696963894653e-09,1.4837459493653757e-05
A5098459403,74,0.0,1.4657178987549232e-05
A5031120842,74,0.0,1.4657178987549232e-05
A5113643932,79,4.956743293103043e-07,1.5463180702927537e-05
A5064297795,112,5.319538424117156e-07,2.0463107547931444e-05
A5112778227,74,0.0,1.4657178987549232e-05
A5008636798,195,3.7516124563895905e-05,3.8938022511677024e-05
A5008039565,199,8.507495046161403e-05,4.5525964067549725e-05
A5097505451,74,0.0,1.4657178987549232e-05
A5097505452,74,0.0,1.4657178987549232e-05
A5110165945,74,0.0,1.4657178987549232e-05
A5098328317,74,0.0,1.4657178987549232e-05
A5048097194,243,0.00019106884537409757,5.37775691917342e-05
A5098328318,74,0.0,1.4657178987549232e-05
A5108079704,100,9.312880250247213e-06,2.139131020821068e-05
A5098371754,74,0.0,1.4657178987549232e-05
A5025088396,112,5.319538424117156e-07,2.0463107547931444e-05
A5058566805,283,0.0002318951074937563,6.054850141579309e-05
A5098415664,74,0.0,1.4657178987549232e-05
A5108091278,74,0.0,1.4657178987549232e-05
A5098592442,74,0.0,1.4657178987549232e-05
A5020173174,74,0.0,1.4657178987549232e-05
A5055584461,235,7.989400720415344e-05,4.749738838097354e-05
A5058451380,201,0.00015315161843271769,5.1302495457849936e-05
A5088062289,87,0.0,1.6266277041571155e-05
A5026259531,150,0.00012384947885158717,3.3846491606832866e-05
A5070627971,96,1.876628711500987e-05,2.0755440146402863e-05
A5112420008,87,0.0,1.6266277041571155e-05
A5101710742,142,0.00011544819651008493,3.6186073339984146e-05
A5021972380,87,0.0,1.6266277041571155e-05
A5109234845,476,0.0005412343996909876,7.906702645287287e-05
A5087436453,87,0.0,1.6266277041571155e-05
A5068902406,120,1.2276662937182254e-05,2.568613354294057e-05
A5078100850,110,1.1333006305232904e-05,2.0881594832044988e-05
A5034475863,984,0.0015304583666156072,0.00018438430681903326
A5035488630,371,0.00019327031689398425,7.165471309911207e-05
A5087890113,593,0.00017123033538104317,9.809389365060078e-05
A5075462118,479,0.00011001889268324147,8.019017045003386e-05
A5067713609,420,7.771014000792532e-05,6.961221516596173e-05
A5044606197,660,0.0007401465615932039,0.00010749826052671676
A5040947454,482,0.00011808400942773675,8.193738978499756e-05
A5037463444,776,0.0004314648840511104,0.00011844953462433308
A5062856948,1352,0.0015137962320916382,0.00021150735746685114
A5058363373,118,8.735318871759634e-07,2.1293634529702477e-05
A5013204476,1184,0.0016721682650440983,0.0002059054442200487
A5001153525,507,0.00013682637129810082,7.8518462306974e-05
A5040217868,792,0.0017323456766031719,0.00014288781312091122
A5004660959,565,0.000445470343045058,0.00010612763700931512
A5017392064,470,0.0001122072167290951,7.462760762369932e-05
A5077465116,1129,0.0023267722091363397,0.0001845744928554909
A5110606359,710,0.00018826573699217816,0.00010766177661658599
A5011491758,225,0.00011925547951697408,6.181825773410332e-05
A5101621973,460,0.0004605789126514461,8.400183679707784e-05
A5029257666,814,0.00040209736616419344,0.000137271005446468
A5111552341,251,6.51822925295733e-05,5.301916351596856e-05
A5066944695,412,3.3920236046634516e-05,6.164112541336603e-05
A5090771654,729,0.00046194445866462315,0.00011856376984837514
A5026395972,1068,0.008454684335107678,0.00018886290591232563
A5026620628,1286,0.001066911334892416,0.0002175801539285414
A5066731764,1206,0.0010992554436300994,0.00019575063871859295
A5057761041,357,5.146682248023281e-05,6.457620504406328e-05
A5105785491,103,4.623029909409133e-07,1.901316768121182e-05
A5016574748,554,0.0001444810375614208,9.633979879055893e-05
A5057642063,872,0.0006908602146534688,0.0001510260272052397
A5107834857,364,3.868300555789115e-05,6.591360230681462e-05
A5035431009,311,0.0003463661628307963,7.881162317121647e-05
A5107842947,813,0.0010068561126160805,0.0001576427336808586
A5026587896,298,0.00011202025683051733,6.128440486098118e-05
A5002290299,1147,0.0027091759215367144,0.0002056970813618875
A5111480143,855,0.0050903700555308615,0.00017085463171272113
A5108497985,345,0.00015687724624495475,6.855539640311575e-05
A5108083363,1316,0.0008501243292190978,0.00022154532462833885
A5064909021,765,0.0010352681976274836,0.00015016875970081268
A5042025061,218,0.00035621025967260724,4.8505681840526494e-05
A5109922321,364,0.00019671073861611335,8.344029415857506e-05
A5113582484,328,0.00017686000900297356,7.332001959581284e-05
A5050580656,248,0.0005348871785041625,5.735339962217305e-05
A5103026948,367,0.0009588647339710709,7.39728210039864e-05
A5109154602,377,0.0001360138559598883,8.251569325805069e-05
A5062952775,1052,0.0011035932759270544,0.000180252210214741
A5109438370,622,0.00023900187621881568,0.00010462289898450403
A5020224830,694,0.0015638830889916874,0.00012788299575104838
A5045489655,611,0.0002052763036434408,9.865391294213845e-05
A5037263738,124,8.86079008617712e-06,2.3506767930053807e-05
A5039907331,671,0.0009561030601676775,0.00013106690335149075
A5018460472,650,0.00033474658207986296,0.00012047475722098887
A5113483728,548,0.00017495266159034054,9.207860419828688e-05
A5067895634,196,2.057788971467228e-05,3.516051887640528e-05
A5008996891,249,0.00017114984190414015,5.358249029181648e-05
A5108749457,369,0.0007431386736019844,8.46769420990637e-05
